case_00045 (3.0, 0.7409999966621399, 0.7409999966621399)
case_00046 (3.0, 0.9765625, 0.9765625)
case_00047 (5.0, 0.85546875, 0.85546875)
case_00048 (5.0, 1.0410000085830688, 1.0410000085830688)
case_00049 (0.5, 0.861328125, 0.861328125)
case_00050 (2.5, 0.6894530057907104, 0.6894530057907104)
case_00051 (2.5, 0.9609375, 0.9609375)
case_00052 (0.5, 0.95703125, 0.95703125)
case_00053 (0.5, 0.7734375, 0.7734375)
case_00054 (5.0, 0.9765625, 0.9765625)
case_00055 (5.0, 0.87890625, 0.87890625)
case_00056 (5.0, 0.78125, 0.78125)
case_00057 (3.0, 0.822265625, 0.822265625)
case_00058 (5.0, 0.951171875, 0.951171875)
case_00059 (0.5, 0.7890625, 0.7890625)
case_00060 (3.0, 0.833984375, 0.833984375)
case_00061 (5.0, 0.9765620231628418, 0.9765620231628418)
case_00062 (5.0, 0.9765625, 0.9765625)
case_00063 (0.5, 0.859375, 0.859375)
case_00064 (5.0, 0.703125, 0.703125)
case_00065 (2.5, 0.8203120231628418, 0.8203120231628418)
case_00066 (1.25, 0.8632810115814209, 0.8632810115814209)
case_00067 (1.0, 0.76171875, 0.76171875)
case_00068 (0.5, 0.703125, 0.703125)
case_00069 (5.0, 0.68359375, 0.68359375)
case_00070 (5.0, 0.732421875, 0.732421875)
case_00071 (0.5, 0.703125, 0.703125)
case_00072 (2.5, 0.6640625, 0.6640625)
case_00073 (5.0, 0.859375, 0.859375)
case_00074 (5.0, 0.6484375, 0.6484375)
case_00075 (5.0, 0.70703125, 0.70703125)
case_00076 (5.0, 0.677734375, 0.677734375)
case_00077 (5.0, 0.705078125, 0.705078125)
case_00078 (1.0, 0.962890625, 0.962890625)
case_00079 (5.0, 0.64453125, 0.64453125)
case_00080 (5.0, 0.72265625, 0.72265625)
case_00081 (3.0, 0.984000027179718, 0.984000027179718)
case_00082 (3.0, 0.779296875, 0.779296875)
case_00083 (3.0, 0.9765625, 0.9765625)
case_00084 (2.0, 0.9765625, 0.9765625)
case_00085 (5.0, 0.8119999766349792, 0.8119999766349792)
case_00086 (2.5, 0.7890620231628418, 0.7890620231628418)
case_00087 (5.0, 0.69140625, 0.69140625)
case_00088 (3.0, 0.4375, 0.4375)
case_00089 (5.0, 0.908203125, 0.908203125)
case_00090 (3.0, 0.767578125, 0.767578125)
case_00091 (0.5, 0.7890625, 0.7890625)
case_00092 (5.0, 0.703125, 0.703125)
case_00093 (0.5, 0.91015625, 0.91015625)
case_00094 (5.0, 0.703125, 0.703125)
case_00095 (1.5, 0.93359375, 0.93359375)
case_00096 (0.5, 0.73828125, 0.73828125)
case_00097 (5.0, 0.7409999966621399, 0.7409999966621399)
case_00098 (1.0, 0.69921875, 0.69921875)
case_00099 (5.0, 0.7070310115814209, 0.7070310115814209)
case_00100 (1.0, 0.82421875, 0.82421875)
case_00101 (0.5, 0.771484375, 0.771484375)
case_00102 (1.0, 0.83984375, 0.83984375)
case_00103 (0.5, 0.828125, 0.828125)
case_00104 (5.0, 0.78125, 0.78125)
case_00105 (3.0, 0.892578125, 0.892578125)
case_00106 (5.0, 0.806640625, 0.806640625)
case_00107 (5.0, 0.7167969942092896, 0.7167969942092896)
case_00108 (5.0, 0.865234375, 0.865234375)
case_00109 (2.5, 0.5859379768371582, 0.5859379768371582)
case_00110 (5.0, 0.830078125, 0.830078125)
case_00111 (2.5, 0.7421879768371582, 0.7421879768371582)
case_00112 (2.0, 0.7421875, 0.7421875)
case_00113 (5.0, 0.701171875, 0.701171875)
case_00114 (1.0, 0.80859375, 0.80859375)
case_00115 (0.5, 0.703125, 0.703125)
case_00116 (0.5, 0.671875, 0.671875)
case_00117 (2.5, 0.8457030057907104, 0.8457030057907104)
case_00118 (0.5, 0.85546875, 0.85546875)
case_00119 (5.0, 0.76171875, 0.76171875)
case_00120 (1.0, 0.83203125, 0.83203125)
case_00121 (5.0, 0.6859999895095825, 0.6859999895095825)
case_00122 (5.0, 0.72265625, 0.72265625)
case_00123 (1.25, 0.8691409826278687, 0.8691409826278687)
case_00124 (2.5, 0.703125, 0.703125)
case_00125 (3.0, 0.9765625, 0.9765625)
case_00126 (5.0, 0.94140625, 0.94140625)
case_00127 (3.0, 0.9765625, 0.9765625)
case_00128 (2.5, 0.8789060115814209, 0.8789060115814209)
case_00129 (5.0, 0.736328125, 0.736328125)
case_00130 (3.0, 0.546875, 0.546875)
case_00131 (3.0, 0.6679999828338623, 0.6679999828338623)
case_00132 (0.5, 0.712890625, 0.712890625)
case_00133 (2.5, 0.8496090173721313, 0.8496090173721313)
case_00134 (3.0, 0.947265625, 0.947265625)
case_00135 (0.5, 0.837890625, 0.837890625)
case_00136 (5.0, 0.68359375, 0.68359375)
case_00137 (2.5, 0.7421875, 0.7421875)
case_00138 (3.0, 0.68359375, 0.68359375)
case_00139 (5.0, 0.80078125, 0.80078125)
case_00140 (1.0, 0.82421875, 0.82421875)
case_00141 (0.5, 0.712890625, 0.712890625)
case_00142 (1.0, 0.80859375, 0.80859375)
case_00143 (5.0, 0.91796875, 0.91796875)
case_00144 (2.5, 0.791015625, 0.791015625)
case_00145 (3.0, 0.9765625, 0.9765625)
case_00146 (0.5, 0.703125, 0.703125)
case_00147 (5.0, 0.9765625, 0.9765625)
case_00148 (5.0, 0.90625, 0.90625)
case_00149 (3.0, 0.796875, 0.796875)
case_00150 (2.5, 0.7421879768371582, 0.7421879768371582)
case_00151 (0.5, 0.810546875, 0.810546875)
case_00152 (5.0, 0.72265625, 0.72265625)
case_00153 (3.0, 0.6640625, 0.6640625)
case_00154 (0.5, 0.9375, 0.9375)
case_00155 (0.5, 0.810546875, 0.810546875)
case_00156 (0.5, 0.9765625, 0.9765625)
case_00157 (0.5, 0.8515625, 0.8515625)
case_00158 (0.5, 0.703125, 0.703125)
case_00159 (0.5, 0.765625, 0.765625)
case_00160 (1.0, 0.451171875, 0.451171875)
case_00161 (5.0, 0.87109375, 0.87109375)
case_00162 (5.0, 0.55078125, 0.55078125)
case_00163 (5.0, 0.9375, 0.9375)
case_00164 (5.0, 0.69140625, 0.69140625)
case_00165 (1.0, 0.970703125, 0.970703125)
case_00166 (3.0, 0.7139999866485596, 0.7139999866485596)
case_00167 (5.0, 0.8730000257492065, 0.8730000257492065)
case_00168 (5.0, 0.7753909826278687, 0.7753909826278687)
case_00169 (5.0, 0.7549999952316284, 0.7549999952316284)
case_00170 (2.0, 0.9765625, 0.9765625)
case_00171 (5.0, 0.759765625, 0.759765625)
case_00172 (5.0, 0.765999972820282, 0.765999972820282)
case_00173 (5.0, 0.82421875, 0.82421875)
case_00174 (3.0, 0.736328125, 0.736328125)
case_00175 (5.0, 0.73046875, 0.73046875)
case_00176 (5.0, 0.9765625, 0.9765625)
case_00177 (5.0, 0.673828125, 0.673828125)
case_00178 (5.0, 0.865234375, 0.865234375)
case_00179 (5.0, 0.7421875, 0.7421875)
case_00180 (3.0, 0.7409999966621399, 0.7409999966621399)
case_00181 (5.0, 0.693359375, 0.693359375)
case_00182 (5.0, 0.9375, 0.9375)
case_00183 (1.5, 0.70703125, 0.70703125)
case_00184 (5.0, 0.83984375, 0.83984375)
case_00185 (2.5, 0.9121090173721313, 0.9121090173721313)
case_00186 (5.0, 0.734375, 0.734375)
case_00187 (5.0, 0.625, 0.625)
case_00188 (1.0, 0.6796875, 0.6796875)
case_00189 (5.0, 0.7421875, 0.7421875)
case_00190 (3.0, 0.72265625, 0.72265625)
case_00191 (1.25, 0.7421879768371582, 0.7421879768371582)
case_00192 (5.0, 0.78125, 0.78125)
case_00193 (1.25, 0.703125, 0.703125)
case_00194 (5.0, 0.75, 0.75)
case_00195 (5.0, 0.763671875, 0.763671875)
case_00196 (3.0, 0.818359375, 0.818359375)
case_00197 (3.0, 0.873046875, 0.873046875)
case_00198 (2.5, 0.732421875, 0.732421875)
case_00199 (2.5, 0.7421879768371582, 0.7421879768371582)
case_00200 (4.0, 0.7421875, 0.7421875)
case_00201 (2.5, 0.78125, 0.78125)
case_00202 (1.25, 0.8984379768371582, 0.8984379768371582)
case_00203 (1.0, 0.63671875, 0.63671875)
case_00204 (3.0, 0.875, 0.875)
case_00205 (5.0, 0.78125, 0.78125)
case_00206 (5.0, 0.970703125, 0.970703125)
case_00207 (5.0, 0.75390625, 0.75390625)
case_00208 (5.0, 0.884765625, 0.884765625)
case_00209 (5.0, 0.78125, 0.78125)
max and min x:  5.0 0.5
max and min y:  1.0410000085830688 0.4375
max and min z:  1.0410000085830688 0.4375
